"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,0,192,159
2,8,0,543,236
3,6,2,432,162
4,13,1,444,137
5,9,1,417,129
6,4,2,456,97
7,9,6,463,97
8,7,2,456,122
9,7,2,453,116
10,3,1,400,98
11,1,3,352,101
12,2,3,296,121
13,3,0,293,103
14,3,3,244,103
15,1,1,225,108
16,6,3,185,110
17,1,0,171,93
18,1,2,145,96
19,2,2,121,114
20,3,2,97,101
21,1,0,102,101
22,0,1,95,79
23,3,1,88,73
24,4,1,83,65
25,2,1,87,74
26,1,3,81,59
27,1,0,76,72
28,2,2,79,47
29,2,5,75,49
30,1,2,79,47
31,5,3,68,45
32,2,3,71,34
33,0,1,70,36
34,3,2,58,30
35,2,2,62,30
36,6,3,51,30
37,1,3,54,30
38,3,3,50,27
39,1,0,52,16
40,1,0,48,8
41,3,1,49,25
42,0,1,57,15
43,0,4,62,12
44,0,2,54,21
45,3,4,35,13
46,0,2,26,11
47,6,3,45,9
48,1,4,32,6
49,1,1,35,9
50,3,4,30,6
51,3,3,32,7
52,1,5,27,6
53,1,4,23,7
54,0,2,25,7
55,3,0,18,5
56,1,1,25,4
57,1,4,25,5
58,3,2,13,1
59,1,2,15,4
60,0,3,12,3
