"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,194,159
2,5,3,546,237
3,4,1,435,162
4,11,3,447,137
5,7,0,421,129
6,4,1,456,97
7,4,0,468,97
8,2,2,463,122
9,2,3,457,117
10,3,0,402,99
11,1,2,353,101
12,4,0,296,121
13,4,1,294,103
14,3,2,245,103
15,2,3,226,108
16,1,1,189,110
17,1,1,171,94
18,0,0,146,96
19,1,2,122,114
20,2,1,98,101
21,1,0,103,101
22,0,3,96,79
23,3,0,88,75
24,3,2,84,65
25,1,0,88,74
26,1,2,81,59
27,2,2,76,72
28,2,1,79,47
29,1,0,75,49
30,2,1,79,47
31,3,0,70,45
32,1,0,72,34
33,3,0,70,37
34,3,3,59,30
35,1,0,63,30
36,2,1,55,30
37,1,3,55,30
38,0,1,53,27
39,2,2,52,16
40,1,1,48,8
41,3,1,50,25
42,0,0,57,15
43,0,2,63,12
44,0,4,54,21
45,0,2,38,13
46,0,3,26,11
47,2,0,50,11
48,2,0,32,6
49,1,1,35,10
50,3,1,31,6
51,2,2,34,7
52,1,1,27,6
53,4,4,23,8
54,2,1,25,7
55,0,2,21,6
56,1,3,27,4
57,0,1,26,6
58,4,2,15,2
59,1,1,15,4
60,0,1,12,3
