"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,12,80,75
2,27,30,174,108
3,15,20,131,64
4,21,21,109,69
5,13,28,101,55
6,15,28,113,51
7,26,27,101,46
8,14,29,99,56
9,15,22,103,47
10,16,20,125,40
11,18,21,105,40
12,14,19,84,48
13,8,21,97,44
14,9,9,96,39
15,11,26,103,40
16,8,16,65,44
17,7,21,67,26
18,3,15,54,38
19,4,21,45,41
20,2,18,43,46
21,2,20,39,29
22,1,12,35,21
23,5,11,37,28
24,1,10,37,15
25,2,9,34,28
26,3,13,37,17
27,3,9,40,22
28,4,7,20,15
29,1,11,32,9
30,1,6,31,13
31,3,3,33,11
32,2,12,37,7
33,0,3,22,11
34,0,8,21,8
35,2,1,22,4
36,0,3,24,8
37,1,6,21,8
38,1,1,18,4
39,0,3,24,4
40,2,3,22,3
41,0,2,19,6
42,1,3,18,1
43,0,5,28,4
44,1,2,20,2
45,0,0,13,2
46,0,1,9,0
47,2,0,13,2
48,1,2,11,3
49,1,1,13,1
50,0,1,9,2
51,1,2,14,2
52,0,0,6,1
53,1,0,5,3
54,0,0,8,1
55,0,0,5,2
56,0,1,7,0
57,0,0,8,1
58,0,1,4,1
59,0,0,4,2
60,0,0,5,0
