"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2,195,160
2,2,4,549,237
3,3,3,438,163
4,7,2,452,138
5,2,0,426,129
6,1,0,458,97
7,1,1,474,97
8,0,1,465,122
9,0,0,459,117
10,3,0,403,100
11,0,3,354,101
12,4,0,297,121
13,0,0,298,103
14,2,0,246,104
15,2,1,229,108
16,1,2,189,110
17,1,0,171,94
18,0,1,146,96
19,2,0,123,115
20,0,1,99,102
21,0,0,104,101
22,0,2,96,79
23,1,1,90,75
24,5,1,84,66
25,0,0,89,74
26,0,1,82,59
27,1,1,77,72
28,2,0,79,47
29,1,1,76,49
30,2,0,79,49
31,1,2,72,46
32,1,0,72,34
33,2,0,71,37
34,3,1,59,30
35,0,0,64,30
36,1,0,56,30
37,1,1,55,30
38,0,0,53,27
39,1,0,53,16
40,2,0,48,8
41,2,2,52,25
42,0,0,57,15
43,1,1,63,12
44,0,2,54,21
45,0,1,38,13
46,1,2,26,11
47,1,0,51,11
48,1,0,33,6
49,1,0,35,10
50,2,1,32,6
51,1,4,35,7
52,1,2,28,7
53,2,2,25,8
54,1,0,26,7
55,0,0,21,7
56,3,1,28,4
57,1,1,26,6
58,3,0,16,2
59,1,1,15,4
60,0,4,12,3
