"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,14,77,71
2,29,29,157,102
3,12,30,122,62
4,18,31,92,66
5,12,33,90,54
6,17,26,97,47
7,26,36,83,44
8,12,28,93,54
9,12,33,96,42
10,20,27,113,38
11,13,29,99,36
12,16,29,76,42
13,19,29,82,38
14,8,21,90,34
15,9,16,96,35
16,5,18,64,40
17,5,19,60,25
18,0,13,54,35
19,3,13,45,37
20,1,14,42,35
21,3,15,38,24
22,2,11,34,21
23,4,6,34,27
24,2,15,36,13
25,0,4,34,26
26,3,12,36,16
27,4,6,39,15
28,2,4,20,12
29,1,8,32,10
30,0,3,31,13
31,2,4,32,10
32,0,4,37,7
33,0,4,22,9
34,0,5,21,6
35,0,7,22,3
36,1,3,23,7
37,0,0,21,8
38,0,2,18,4
39,0,0,24,2
40,0,2,23,3
41,0,1,19,6
42,1,2,18,1
43,0,2,28,4
44,1,1,20,1
45,0,0,13,2
46,0,2,9,0
47,2,0,12,2
48,0,2,11,2
49,2,0,12,1
50,0,2,9,2
51,1,0,14,2
52,0,0,6,0
53,1,0,5,3
54,0,0,8,1
55,0,1,5,1
56,0,0,7,0
57,0,1,8,1
58,0,1,4,1
59,0,0,4,2
60,0,0,5,0
