"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,17,153,138
2,30,64,431,195
3,28,49,313,135
4,24,48,326,125
5,22,47,291,109
6,25,40,294,77
7,25,55,313,89
8,18,32,325,104
9,28,41,315,97
10,24,24,288,68
11,14,23,244,88
12,13,14,192,89
13,12,18,216,81
14,9,26,181,85
15,6,28,183,90
16,12,11,126,85
17,12,18,119,71
18,8,12,102,78
19,5,17,90,88
20,5,9,69,87
21,2,13,69,74
22,6,17,67,62
23,6,13,63,60
24,2,12,60,48
25,3,12,63,59
26,1,12,65,46
27,3,7,61,48
28,1,8,58,34
29,4,10,52,36
30,5,5,57,38
31,1,7,56,28
32,5,5,55,23
33,2,4,57,23
34,1,2,46,21
35,2,4,48,17
36,2,6,41,19
37,4,2,34,20
38,3,4,36,19
39,4,6,39,11
40,3,6,37,6
41,1,2,34,18
42,3,1,41,9
43,2,0,49,9
44,3,1,42,15
45,1,1,24,9
46,0,1,23,7
47,3,2,36,4
48,4,2,25,5
49,0,4,28,5
50,1,1,22,4
51,0,0,27,7
52,3,2,16,5
53,1,1,18,5
54,2,0,21,5
55,0,2,14,2
56,1,1,19,2
57,1,1,16,4
58,0,1,11,1
59,0,1,11,3
60,0,2,10,2
