"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,19,174,150
1,9,62,480,214
2,28,33,367,146
3,25,39,375,131
4,26,50,339,119
5,35,37,350,89
6,35,42,368,95
7,33,44,374,114
8,31,28,367,106
9,35,33,337,85
10,26,32,283,96
11,19,16,223,111
12,26,25,239,90
13,16,24,202,93
14,14,23,202,98
15,6,15,140,103
16,18,17,139,83
17,13,16,119,86
18,5,18,100,101
19,9,14,78,91
20,8,10,77,83
21,5,11,76,71
22,3,16,72,64
23,6,12,64,56
24,7,9,67,64
25,9,10,69,50
26,3,16,63,55
27,9,13,65,40
28,4,6,60,41
29,3,6,62,41
30,6,6,58,36
31,1,6,63,25
32,3,10,61,30
33,3,9,47,24
34,2,7,53,19
35,2,3,42,24
36,2,5,42,25
37,4,4,38,22
38,3,8,44,11
39,3,11,42,7
40,1,0,36,18
41,2,5,45,11
42,4,2,53,10
43,4,2,45,17
44,2,3,27,9
45,2,3,23,10
46,1,6,37,6
47,5,2,26,5
48,2,3,29,6
49,2,1,24,6
50,0,5,27,8
51,0,1,21,5
52,1,0,20,5
53,2,0,23,5
54,1,1,15,4
55,2,4,19,2
56,2,0,17,5
57,1,0,12,1
58,0,0,12,3
59,0,0,10,2
60,0,NA,NA,NA
