"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,7,128,113
1,4,33,320,168
2,36,28,208,106
3,19,29,214,107
4,18,30,189,83
5,14,25,202,68
6,13,28,215,76
7,18,35,211,81
8,16,17,202,81
9,27,19,211,59
10,12,13,178,68
11,16,25,136,71
12,15,20,153,62
13,16,15,139,68
14,10,21,143,73
15,10,12,94,73
16,5,11,95,49
17,8,15,78,57
18,3,5,64,74
19,6,15,62,76
20,1,19,49,59
21,5,11,53,47
22,7,12,50,46
23,4,7,47,40
24,6,7,42,50
25,3,10,52,35
26,3,11,51,38
27,4,7,34,26
28,5,6,43,23
29,3,9,41,30
30,7,5,47,16
31,4,8,45,15
32,2,3,36,18
33,7,8,29,14
34,1,12,33,13
35,5,12,30,18
36,0,4,30,15
37,1,6,29,13
38,1,4,36,7
39,0,5,29,4
40,1,6,23,10
41,4,4,27,4
42,6,6,38,8
43,4,5,31,11
44,2,1,18,5
45,0,2,17,3
46,0,1,21,3
47,4,3,20,4
48,2,4,20,3
49,3,1,14,3
50,2,5,19,4
51,2,2,12,4
52,1,4,12,4
53,0,2,15,2
54,0,2,10,2
55,1,1,13,0
56,3,0,9,3
57,1,1,6,1
58,1,0,7,2
59,0,3,7,0
60,0,NA,NA,NA
