"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,13,136,121
1,9,21,355,170
2,19,20,235,117
3,16,32,241,114
4,23,27,208,90
5,14,25,230,70
6,5,18,245,77
7,10,18,243,88
8,11,20,230,87
9,27,23,226,62
10,13,14,197,77
11,8,11,151,73
12,10,16,178,65
13,10,9,155,71
14,8,4,156,81
15,9,8,103,77
16,8,8,105,55
17,5,12,82,63
18,3,9,73,77
19,9,2,63,80
20,7,10,56,68
21,3,7,58,54
22,4,9,55,49
23,4,8,53,44
24,2,11,49,54
25,5,8,59,40
26,0,15,52,42
27,6,6,42,29
28,6,8,49,31
29,1,3,48,31
30,4,12,49,20
31,3,3,49,16
32,5,3,41,18
33,3,5,35,16
34,2,2,41,14
35,2,5,34,18
36,1,5,33,18
37,2,2,30,16
38,2,5,36,9
39,0,7,33,4
40,2,4,28,13
41,1,1,33,5
42,3,2,41,7
43,3,3,35,11
44,6,3,18,6
45,1,2,18,5
46,2,3,28,3
47,1,1,22,4
48,4,1,25,5
49,1,3,17,3
50,3,3,23,5
51,1,1,12,3
52,3,4,13,4
53,3,5,17,3
54,1,7,11,2
55,0,1,14,2
56,1,2,10,3
57,4,0,7,1
58,0,0,8,2
59,2,1,7,0
60,0,NA,NA,NA
