"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,131,117
1,7,27,348,171
2,18,28,227,113
3,14,24,234,113
4,20,21,204,88
5,10,25,221,69
6,6,13,241,78
7,8,13,233,86
8,12,15,217,85
9,25,12,220,61
10,12,18,188,78
11,12,13,148,70
12,11,5,169,64
13,14,18,154,71
14,9,10,155,77
15,8,13,98,77
16,10,13,103,52
17,6,15,81,61
18,2,11,69,76
19,6,20,64,78
20,4,11,53,64
21,4,9,55,53
22,5,6,52,48
23,8,14,52,43
24,3,3,44,54
25,7,5,58,38
26,2,9,51,40
27,5,3,39,28
28,5,7,47,29
29,3,5,47,31
30,4,2,48,19
31,3,8,49,16
32,4,8,42,17
33,3,6,33,16
34,1,5,39,13
35,4,2,30,18
36,2,4,31,17
37,3,5,31,15
38,2,5,36,8
39,0,3,31,4
40,3,2,26,12
41,2,5,32,5
42,1,3,41,8
43,2,6,32,12
44,5,1,18,5
45,2,6,18,5
46,3,6,25,3
47,0,9,22,4
48,2,1,25,5
49,2,5,16,3
50,2,1,22,4
51,0,0,11,4
52,1,3,12,4
53,3,2,16,2
54,2,2,10,2
55,1,3,14,2
56,1,0,10,3
57,2,1,7,1
58,0,0,8,2
59,0,0,7,0
60,0,NA,NA,NA
