"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,5,96,87
2,28,31,220,124
3,13,30,153,79
4,17,30,140,82
5,15,28,129,66
6,13,15,143,54
7,22,18,130,52
8,10,15,132,61
9,13,20,132,59
10,19,16,149,46
11,13,11,131,49
12,9,14,97,53
13,8,9,115,51
14,11,5,108,49
15,9,14,117,49
16,6,6,76,51
17,7,11,77,35
18,7,14,59,47
19,5,12,50,57
20,5,9,47,54
21,1,6,40,46
22,6,5,37,30
23,3,3,41,35
24,1,9,41,23
25,1,12,36,34
26,5,5,40,25
27,4,7,42,29
28,2,8,28,20
29,4,3,35,15
30,4,2,34,19
31,4,6,38,12
32,4,9,39,12
33,1,7,27,13
34,2,3,24,9
35,2,9,25,9
36,2,3,26,10
37,5,2,22,11
38,2,2,20,10
39,3,6,27,5
40,2,4,25,4
41,2,7,19,6
42,1,4,23,2
43,1,5,30,5
44,2,4,22,6
45,0,3,13,3
46,2,3,10,1
47,5,6,15,3
48,3,2,14,4
49,3,4,14,1
50,1,3,9,2
51,3,2,15,3
52,0,4,7,1
53,2,0,6,3
54,1,2,8,1
55,2,1,5,2
56,1,1,8,0
57,0,0,8,1
58,2,1,4,1
59,0,1,4,2
60,0,2,5,0
