"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,13,127,113
1,5,36,315,168
2,39,26,207,103
3,15,27,207,105
4,24,42,188,81
5,12,20,200,68
6,12,27,212,76
7,16,21,208,80
8,13,26,199,79
9,26,22,209,59
10,12,19,174,68
11,18,25,136,70
12,11,15,153,62
13,13,12,138,67
14,9,18,143,73
15,8,8,93,73
16,6,15,94,49
17,7,21,76,55
18,4,14,63,74
19,7,13,61,73
20,3,7,48,59
21,5,11,53,46
22,5,10,49,46
23,5,12,46,39
24,7,11,42,47
25,1,9,51,35
26,4,10,51,37
27,4,5,34,26
28,4,8,43,23
29,3,3,40,30
30,8,9,46,16
31,4,14,45,14
32,2,12,36,18
33,7,8,29,13
34,1,5,32,12
35,5,4,30,18
36,0,6,30,15
37,1,8,28,13
38,1,5,36,6
39,1,6,29,4
40,1,4,23,10
41,3,2,27,4
42,4,3,37,8
43,4,2,31,10
44,2,3,18,5
45,0,5,16,3
46,0,1,21,3
47,4,5,20,4
48,2,2,19,3
49,1,4,14,3
50,2,3,19,4
51,2,2,12,4
52,1,3,11,4
53,1,1,15,2
54,0,1,10,2
55,0,1,13,0
56,2,3,9,3
57,1,0,6,1
58,1,1,7,2
59,0,0,7,0
60,0,NA,NA,NA
