"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,7,90,80
2,28,16,197,116
3,12,16,144,70
4,19,25,126,76
5,9,32,120,62
6,8,27,132,53
7,24,16,123,49
8,10,17,116,60
9,19,11,118,51
10,17,14,136,42
11,15,23,121,43
12,9,19,94,50
13,6,16,110,48
14,12,11,103,47
15,9,12,112,46
16,6,8,72,50
17,5,9,74,31
18,6,11,56,43
19,6,13,48,51
20,6,14,44,52
21,2,9,39,37
22,3,12,35,26
23,4,6,40,33
24,0,9,39,21
25,1,6,35,31
26,2,11,39,19
27,3,6,41,26
28,4,13,26,19
29,2,9,34,13
30,3,9,32,17
31,4,8,35,11
32,2,8,38,9
33,5,7,22,12
34,3,8,22,9
35,5,8,22,5
36,2,6,25,9
37,1,6,22,9
38,0,6,20,7
39,2,5,24,5
40,1,4,23,4
41,1,2,19,6
42,2,4,20,1
43,1,5,28,5
44,3,1,21,4
45,0,6,14,2
46,1,2,9,0
47,3,2,14,3
48,1,1,12,3
49,1,0,13,1
50,0,3,9,2
51,1,1,14,3
52,0,2,7,1
53,0,2,6,3
54,0,2,8,1
55,1,2,5,2
56,1,3,7,0
57,0,2,8,1
58,1,0,4,1
59,0,1,4,2
60,0,0,5,0
