"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,13,172,148
1,7,59,477,211
2,25,42,359,145
3,26,49,372,131
4,25,51,332,117
5,31,33,346,86
6,33,37,367,94
7,24,40,369,112
8,29,24,364,106
9,34,30,334,82
10,26,30,277,93
11,20,30,221,107
12,23,19,237,89
13,16,21,201,93
14,10,20,200,97
15,9,23,138,101
16,16,17,140,81
17,10,13,117,86
18,4,13,97,101
19,12,20,77,91
20,4,14,77,81
21,5,10,76,71
22,2,12,70,63
23,8,17,63,56
24,7,14,66,63
25,8,6,68,49
26,4,7,63,55
27,7,8,64,40
28,5,12,60,39
29,2,10,61,41
30,7,11,58,32
31,2,6,62,25
32,3,3,60,30
33,4,6,47,25
34,1,6,53,19
35,1,9,42,23
36,2,11,42,23
37,3,0,38,22
38,3,5,44,11
39,3,3,41,7
40,2,2,36,18
41,1,3,45,11
42,4,4,52,10
43,4,7,45,16
44,2,2,27,9
45,2,4,23,10
46,1,1,37,5
47,5,5,26,5
48,2,1,29,6
49,2,0,24,6
50,0,0,27,8
51,0,1,20,5
52,2,4,19,5
53,3,0,23,5
54,1,0,15,4
55,1,0,19,2
56,2,0,17,5
57,1,1,12,1
58,0,0,12,3
59,0,0,10,2
60,0,NA,NA,NA
