"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,1,93,84
2,32,26,207,121
3,14,19,150,75
4,18,22,134,81
5,9,22,126,64
6,13,20,137,53
7,19,20,129,53
8,9,18,124,61
9,14,8,131,53
10,18,14,146,46
11,13,10,129,46
12,9,16,94,53
13,8,22,112,48
14,9,19,106,50
15,11,12,113,47
16,6,7,74,51
17,6,4,76,34
18,7,5,56,46
19,6,12,49,55
20,5,16,46,53
21,1,9,40,42
22,5,9,36,29
23,4,10,40,34
24,0,3,41,23
25,1,3,36,31
26,5,7,39,24
27,5,11,41,27
28,3,9,27,19
29,6,6,33,15
30,2,10,33,18
31,5,4,35,11
32,4,3,39,10
33,3,3,25,13
34,3,7,22,9
35,2,5,25,7
36,3,11,24,10
37,4,6,22,10
38,1,7,20,8
39,2,5,27,5
40,3,4,24,4
41,1,6,19,7
42,3,5,20,2
43,0,4,30,5
44,4,5,22,5
45,0,5,13,2
46,2,3,10,0
47,4,4,14,3
48,2,3,13,5
49,2,2,13,1
50,0,4,9,2
51,2,1,14,3
52,0,0,7,1
53,1,3,6,3
54,0,0,8,1
55,2,2,5,2
56,1,0,7,0
57,0,0,8,1
58,2,2,4,1
59,0,0,4,2
60,0,2,5,0
