"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,10,79,74
1,6,38,165,103
2,29,41,122,62
3,16,33,99,67
4,19,29,94,54
5,11,26,104,48
6,17,29,91,44
7,27,27,96,54
8,12,16,102,43
9,8,32,118,38
10,18,24,101,39
11,18,31,77,42
12,18,23,86,40
13,16,24,93,37
14,7,25,95,36
15,15,23,65,41
16,5,15,63,26
17,5,15,55,36
18,0,13,45,40
19,4,13,42,37
20,1,13,38,27
21,3,9,34,21
22,2,13,35,27
23,4,13,36,14
24,2,8,34,27
25,1,6,36,16
26,3,14,40,16
27,3,4,20,15
28,2,9,32,9
29,1,3,32,13
30,0,5,32,10
31,2,7,36,7
32,1,2,22,10
33,0,3,21,7
34,1,3,22,4
35,1,3,23,8
36,1,4,21,8
37,0,5,18,4
38,1,3,24,3
39,0,0,23,3
40,0,1,19,6
41,0,0,18,1
42,1,2,28,4
43,0,1,20,2
44,1,2,13,2
45,0,2,9,0
46,0,0,12,2
47,2,0,11,3
48,1,0,13,1
49,1,0,9,2
50,0,2,14,2
51,1,0,6,1
52,0,1,5,3
53,1,0,8,1
54,0,0,5,1
55,0,0,7,0
56,0,0,8,1
57,0,1,4,1
58,0,0,4,2
59,0,1,5,0
60,1,NA,NA,NA
