"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,116,110
1,7,38,275,155
2,35,34,186,97
3,15,32,191,98
4,21,29,170,78
5,22,24,185,63
6,17,33,189,72
7,15,30,183,72
8,19,31,172,71
9,23,29,191,55
10,15,33,158,60
11,16,24,124,64
12,11,17,136,59
13,12,21,127,62
14,9,8,133,65
15,9,17,86,68
16,8,27,88,43
17,5,19,70,53
18,5,16,61,66
19,3,15,55,67
20,5,13,46,54
21,5,15,47,43
22,8,14,45,44
23,6,9,43,34
24,3,12,41,40
25,2,7,48,31
26,2,9,49,35
27,1,6,33,24
28,1,11,42,18
29,1,4,37,24
30,4,9,42,14
31,5,3,43,14
32,3,9,32,16
33,5,4,29,12
34,0,11,29,11
35,3,6,30,15
36,0,3,29,12
37,2,5,25,11
38,2,2,32,5
39,2,5,28,4
40,1,3,22,8
41,3,3,25,3
42,2,1,33,8
43,3,4,25,10
44,5,1,17,5
45,1,0,14,3
46,2,1,21,3
47,0,4,18,4
48,3,1,17,3
49,2,3,12,2
50,3,2,19,4
51,0,3,9,4
52,3,1,9,4
53,1,0,12,2
54,2,2,8,2
55,0,0,10,0
56,3,1,9,3
57,0,1,6,1
58,0,0,6,2
59,1,2,6,0
60,1,NA,NA,NA
