"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,14,126,113
1,4,27,312,166
2,37,28,206,103
3,14,44,207,104
4,22,20,186,81
5,14,27,199,68
6,13,23,211,76
7,13,27,206,80
8,12,24,198,79
9,25,18,208,59
10,14,25,173,68
11,18,16,136,70
12,9,12,150,62
13,15,18,138,67
14,9,9,142,72
15,8,16,93,73
16,6,22,94,48
17,7,15,76,55
18,4,14,63,74
19,5,7,61,73
20,3,12,48,59
21,4,10,53,46
22,5,12,49,46
23,5,12,46,39
24,5,12,42,45
25,1,10,51,34
26,4,5,51,37
27,4,8,33,26
28,5,3,43,22
29,3,12,40,29
30,5,14,46,15
31,4,14,44,14
32,3,8,36,18
33,7,5,29,13
34,1,4,32,12
35,5,6,30,18
36,0,9,30,13
37,1,5,28,13
38,2,7,35,6
39,0,4,29,4
40,1,4,23,10
41,1,3,27,4
42,3,2,37,8
43,4,3,31,10
44,2,5,18,5
45,0,1,16,3
46,0,5,21,3
47,4,2,20,4
48,2,4,19,3
49,1,3,14,3
50,2,2,19,4
51,2,3,12,4
52,1,1,11,4
53,1,1,14,2
54,1,2,10,2
55,0,3,13,0
56,2,0,9,3
57,1,1,6,1
58,1,0,7,2
59,0,0,7,0
60,0,NA,NA,NA
