"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,20,163,143
1,5,51,455,204
2,33,60,335,139
3,31,50,350,129
4,29,46,310,113
5,27,46,319,84
6,32,41,346,92
7,25,34,354,106
8,20,28,347,105
9,28,27,308,77
10,36,33,266,92
11,12,32,202,100
12,21,21,219,85
13,21,19,192,89
14,12,27,189,92
15,11,20,133,94
16,10,16,128,77
17,15,17,111,83
18,6,15,93,97
19,10,15,71,90
20,7,13,71,77
21,4,19,70,68
22,9,10,70,63
23,5,5,61,53
24,5,10,64,63
25,6,7,67,48
26,3,13,62,53
27,5,12,59,37
28,5,4,55,37
29,5,7,60,40
30,7,6,57,30
31,1,6,58,25
32,7,5,59,28
33,3,8,46,23
34,1,9,50,19
35,1,6,42,23
36,1,6,37,23
37,4,2,37,20
38,4,8,42,11
39,3,3,37,6
40,6,2,34,18
41,1,2,42,11
42,4,1,52,9
43,2,3,44,15
44,3,1,24,9
45,4,2,22,8
46,1,0,37,4
47,3,3,25,5
48,3,3,28,5
49,3,1,22,5
50,2,0,27,7
51,0,1,17,5
52,4,4,18,5
53,2,1,21,5
54,3,0,15,2
55,0,0,19,2
56,1,0,16,4
57,1,0,12,1
58,0,0,11,3
59,1,2,10,2
60,0,NA,NA,NA
