"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,16,167,146
1,11,43,468,209
2,28,50,347,144
3,30,56,359,129
4,27,35,321,116
5,33,38,334,85
6,30,40,359,93
7,23,44,362,108
8,29,30,354,106
9,32,34,325,77
10,25,30,269,92
11,17,28,205,104
12,29,28,231,87
13,15,20,195,93
14,14,21,196,93
15,9,23,134,99
16,14,17,136,80
17,10,12,115,85
18,4,11,95,99
19,13,18,73,91
20,6,16,74,81
21,4,11,72,69
22,6,14,71,63
23,5,10,62,54
24,6,13,64,62
25,8,11,67,48
26,5,15,62,54
27,7,9,62,40
28,4,3,59,38
29,3,7,61,42
30,5,7,58,32
31,1,9,60,25
32,5,12,59,30
33,3,1,47,24
34,1,5,52,19
35,2,4,41,23
36,2,5,37,23
37,5,4,37,21
38,3,6,42,11
39,5,9,38,7
40,5,3,36,18
41,0,5,43,11
42,3,2,52,9
43,3,6,45,15
44,2,2,24,9
45,4,1,22,9
46,1,2,37,5
47,4,1,25,5
48,3,4,28,6
49,3,0,24,5
50,0,1,27,7
51,0,0,18,5
52,3,2,19,5
53,1,3,21,5
54,3,1,15,2
55,1,0,19,2
56,1,1,17,4
57,1,3,12,1
58,0,0,12,3
59,0,0,10,2
60,0,NA,NA,NA
