"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,1,192,159
2,8,4,543,236
3,6,0,432,162
4,13,2,444,137
5,9,1,418,129
6,4,1,456,97
7,8,2,464,97
8,7,6,456,122
9,7,3,453,116
10,3,2,400,98
11,2,1,352,101
12,2,3,296,121
13,3,1,293,103
14,3,0,244,103
15,1,3,225,108
16,5,1,186,110
17,1,3,171,94
18,1,0,145,96
19,2,2,121,114
20,3,2,97,101
21,2,2,102,101
22,0,0,95,79
23,3,1,88,74
24,4,1,83,65
25,2,1,87,74
26,1,0,81,59
27,2,3,76,72
28,2,0,79,47
29,2,2,74,49
30,1,5,80,47
31,5,2,68,45
32,2,3,71,34
33,0,3,70,37
34,3,1,58,30
35,2,1,62,30
36,6,2,51,30
37,1,3,54,30
38,3,3,50,27
39,1,3,52,16
40,1,0,48,8
41,3,0,49,25
42,0,1,57,15
43,0,1,62,12
44,0,4,54,21
45,3,3,35,13
46,0,4,26,11
47,4,2,47,10
48,1,2,32,6
49,1,4,35,9
50,3,1,29,6
51,2,4,34,7
52,1,3,27,6
53,1,5,23,8
54,1,3,24,7
55,3,2,18,5
56,1,0,25,4
57,1,1,25,6
58,3,4,14,2
59,1,1,15,4
60,0,2,12,3
