"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,19,148,132
2,26,33,417,190
3,24,39,298,129
4,26,49,305,123
5,27,48,266,102
6,17,31,275,75
7,21,30,291,85
8,22,24,304,102
9,29,36,288,95
10,13,20,277,64
11,15,25,227,86
12,14,30,182,86
13,10,19,207,78
14,10,24,174,80
15,6,16,178,86
16,13,18,119,83
17,9,16,116,69
18,7,13,98,76
19,8,13,86,84
20,3,10,69,83
21,1,10,68,73
22,3,9,66,59
23,4,8,60,57
24,3,4,58,46
25,6,6,57,57
26,2,10,63,44
27,6,5,58,47
28,2,6,52,32
29,3,9,51,35
30,4,7,55,35
31,3,5,54,26
32,3,3,55,22
33,5,7,51,22
34,2,4,43,19
35,1,3,48,16
36,3,2,39,19
37,2,3,33,20
38,3,4,33,18
39,3,7,38,11
40,1,1,37,6
41,0,3,34,16
42,5,2,38,8
43,2,1,49,9
44,3,1,41,15
45,1,3,23,8
46,1,2,22,7
47,2,3,35,4
48,4,2,25,5
49,1,0,27,5
50,0,2,22,4
51,2,0,25,7
52,2,0,16,5
53,2,1,17,5
54,1,0,21,5
55,0,2,14,2
56,3,2,17,2
57,1,0,16,4
58,0,2,11,1
59,1,1,10,3
60,0,1,10,1
