"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,6,90,80
2,29,15,196,116
3,10,28,144,70
4,19,33,125,76
5,8,27,119,62
6,9,17,131,52
7,26,17,120,49
8,10,13,116,59
9,18,15,118,50
10,16,24,136,41
11,16,19,121,43
12,9,18,92,50
13,9,11,107,48
14,11,13,103,46
15,6,10,112,46
16,5,12,72,49
17,5,10,74,31
18,6,13,56,43
19,6,15,48,51
20,5,11,43,52
21,2,13,39,37
22,3,6,35,26
23,4,9,40,33
24,0,8,39,20
25,1,11,35,31
26,2,6,39,19
27,3,13,41,26
28,4,10,26,19
29,1,10,34,13
30,3,8,32,17
31,3,9,35,11
32,2,7,38,9
33,4,9,22,12
34,3,8,22,9
35,5,6,23,5
36,2,6,24,9
37,1,6,22,9
38,0,6,20,6
39,2,4,24,5
40,1,3,23,3
41,1,4,19,6
42,2,5,20,1
43,1,1,28,4
44,2,6,22,4
45,0,2,13,2
46,1,2,9,0
47,4,1,14,3
48,0,0,12,3
49,1,3,13,1
50,0,1,9,2
51,1,2,14,3
52,0,2,7,1
53,0,2,6,3
54,0,2,8,1
55,1,3,5,2
56,1,2,7,0
57,0,0,8,1
58,1,1,4,1
59,0,0,4,2
60,0,1,5,0
