"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,10,142,125
1,6,41,390,185
2,20,36,268,124
3,18,33,269,120
4,27,36,239,98
5,20,30,252,72
6,15,27,267,80
7,14,21,277,95
8,15,23,258,91
9,27,22,247,64
10,21,16,208,80
11,9,25,167,76
12,14,22,190,70
13,16,8,165,77
14,5,11,171,82
15,8,20,113,78
16,4,14,112,64
17,7,7,89,69
18,9,4,78,79
19,9,11,66,81
20,3,7,62,70
21,3,11,62,58
22,4,3,58,54
23,3,6,58,44
24,2,9,55,54
25,4,9,61,41
26,2,5,54,42
27,5,8,46,30
28,6,7,50,34
29,0,7,53,33
30,2,3,54,23
31,2,1,54,18
32,2,8,45,22
33,4,3,39,17
34,6,1,45,16
35,1,3,35,17
36,5,1,33,19
37,1,5,31,18
38,3,4,38,10
39,0,1,35,4
40,1,4,32,14
41,1,2,35,6
42,6,5,46,9
43,2,2,39,15
44,4,2,21,8
45,2,3,21,5
46,1,5,31,4
47,2,1,23,5
48,4,2,25,5
49,2,0,20,3
50,3,3,24,5
51,1,2,14,4
52,3,1,15,4
53,3,0,21,5
54,1,1,12,2
55,2,3,16,2
56,2,2,14,4
57,1,0,8,1
58,1,0,9,3
59,0,3,8,0
60,2,NA,NA,NA
