"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,17,152,136
2,30,43,427,192
3,23,40,308,134
4,26,58,320,124
5,25,41,280,107
6,23,45,286,77
7,21,34,308,88
8,22,31,318,102
9,25,25,306,97
10,16,25,284,67
11,14,35,237,86
12,11,32,191,87
13,11,14,212,80
14,10,18,179,83
15,7,14,181,89
16,11,20,125,85
17,13,11,117,70
18,9,14,101,76
19,8,19,89,87
20,5,17,69,86
21,1,16,68,73
22,4,13,67,61
23,4,16,62,58
24,2,11,59,47
25,3,9,62,58
26,2,11,65,44
27,4,7,59,48
28,2,9,56,32
29,2,6,53,35
30,4,6,57,38
31,2,2,55,26
32,4,5,55,23
33,3,7,55,23
34,2,2,44,21
35,2,5,48,17
36,2,6,40,19
37,3,7,34,20
38,2,3,36,19
39,4,1,39,11
40,2,0,37,6
41,1,3,35,16
42,3,1,41,8
43,2,2,50,9
44,3,3,42,15
45,0,2,24,9
46,1,4,23,7
47,4,1,35,4
48,4,0,25,5
49,0,2,28,5
50,1,1,22,4
51,0,0,27,7
52,3,2,16,5
53,2,1,17,5
54,1,2,21,5
55,0,1,14,2
56,3,0,17,2
57,1,2,16,4
58,0,0,11,1
59,0,0,11,3
60,0,1,10,2
