"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,16,102,93
2,22,35,240,134
3,15,33,163,84
4,14,43,156,88
5,13,32,144,69
6,12,22,154,60
7,10,37,152,55
8,14,27,147,65
9,15,30,139,63
10,13,13,163,49
11,13,25,137,52
12,7,12,102,55
13,10,20,120,54
14,7,16,116,51
15,8,13,123,52
16,6,18,79,56
17,6,12,86,36
18,5,13,63,47
19,2,9,56,59
20,2,5,51,58
21,4,8,41,47
22,7,9,41,31
23,4,7,42,36
24,3,3,40,25
25,4,2,37,36
26,1,9,45,27
27,4,3,43,30
28,2,6,29,23
29,2,8,40,16
30,2,8,36,20
31,1,4,40,13
32,1,4,43,12
33,1,3,28,15
34,2,3,26,9
35,3,7,27,10
36,1,6,28,10
37,2,2,26,12
38,1,5,21,10
39,2,5,30,5
40,1,1,26,4
41,2,0,20,7
42,1,5,24,3
43,1,5,30,5
44,4,4,23,8
45,1,3,13,3
46,1,8,12,1
47,1,3,19,3
48,1,2,17,4
49,3,0,15,3
50,3,3,10,2
51,1,3,17,3
52,1,3,7,3
53,5,0,8,3
54,2,1,8,1
55,1,3,6,2
56,1,1,9,0
57,0,0,8,3
58,1,3,5,1
59,2,1,4,2
60,0,4,5,0
