"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,10,83,77
2,38,17,184,110
3,20,22,133,69
4,23,31,118,74
5,12,25,110,59
6,10,18,123,50
7,31,21,109,46
8,17,20,104,56
9,15,14,112,47
10,20,14,128,40
11,17,16,112,41
12,10,18,91,50
13,6,19,104,45
14,12,20,98,43
15,10,20,107,43
16,8,9,68,47
17,11,16,70,27
18,5,12,54,39
19,5,14,47,48
20,6,10,42,48
21,2,17,39,33
22,2,10,35,24
23,3,13,40,30
24,0,9,38,17
25,2,14,34,29
26,3,11,38,18
27,2,18,41,24
28,3,10,23,17
29,1,7,34,12
30,2,9,31,15
31,2,7,35,11
32,3,10,37,7
33,0,6,22,11
34,1,3,21,9
35,4,7,22,4
36,1,6,24,8
37,1,2,21,9
38,1,11,20,4
39,0,4,25,5
40,1,5,23,3
41,1,1,19,6
42,0,1,19,1
43,0,4,28,4
44,1,1,20,3
45,0,3,13,2
46,1,3,9,0
47,1,2,14,3
48,1,3,11,3
49,1,3,13,1
50,0,2,9,2
51,1,0,14,3
52,0,1,7,1
53,0,0,6,3
54,0,1,8,1
55,0,1,5,2
56,1,1,7,0
57,0,1,8,1
58,0,0,4,1
59,0,0,4,2
60,0,0,5,0
