"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,18,79,73
2,26,42,159,102
3,15,33,122,62
4,21,29,94,66
5,13,33,91,54
6,18,32,100,47
7,27,22,85,44
8,11,35,94,54
9,14,26,96,42
10,20,31,114,38
11,14,25,101,38
12,17,27,76,41
13,18,27,84,40
14,10,28,90,34
15,9,18,96,35
16,6,16,65,40
17,6,14,60,26
18,0,16,54,35
19,4,13,45,38
20,0,12,42,35
21,4,14,38,25
22,2,13,34,21
23,5,10,34,27
24,3,6,36,13
25,0,15,35,27
26,3,4,36,16
27,4,11,38,16
28,2,4,21,12
29,1,4,32,9
30,0,8,31,14
31,2,2,32,10
32,1,4,36,7
33,0,3,22,9
34,0,4,21,7
35,0,4,22,4
36,1,7,23,7
37,0,3,21,8
38,1,0,18,4
39,0,2,24,2
40,0,0,23,3
41,0,2,19,6
42,1,1,18,1
43,0,2,28,4
44,1,2,20,2
45,0,0,13,2
46,0,0,9,0
47,2,2,12,2
48,0,0,11,2
49,2,2,12,1
50,0,0,9,2
51,1,2,14,2
52,0,0,6,0
53,1,0,5,3
54,0,0,8,1
55,0,0,5,1
56,0,1,7,0
57,0,0,8,1
58,0,1,4,1
59,0,1,4,2
60,0,0,5,0
