"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,19,163,143
1,6,45,461,208
2,28,48,338,140
3,32,62,350,129
4,29,49,314,114
5,26,44,320,84
6,34,42,350,92
7,23,38,354,106
8,24,31,349,106
9,27,28,313,77
10,32,26,268,92
11,12,32,201,101
12,26,25,225,85
13,16,20,193,90
14,10,18,191,92
15,11,25,133,95
16,10,20,129,78
17,14,13,112,83
18,5,16,93,97
19,11,13,71,90
20,7,15,71,78
21,3,13,71,68
22,8,19,70,63
23,5,9,61,53
24,5,5,64,62
25,6,10,67,49
26,3,8,62,53
27,6,13,60,38
28,4,12,55,38
29,5,2,60,40
30,7,7,58,31
31,0,6,60,25
32,5,6,59,28
33,3,5,46,23
34,2,8,51,19
35,2,9,41,23
36,1,5,37,23
37,4,5,37,20
38,3,2,42,11
39,3,7,37,6
40,6,3,34,18
41,1,2,42,11
42,4,2,52,9
43,2,1,45,15
44,2,4,24,9
45,4,1,22,9
46,1,1,37,4
47,3,0,25,5
48,3,3,28,6
49,3,3,22,5
50,2,1,27,7
51,0,0,17,5
52,4,1,19,5
53,1,4,21,5
54,3,1,15,2
55,0,0,19,2
56,1,0,16,4
57,1,0,12,1
58,0,0,11,3
59,1,0,10,2
60,0,NA,NA,NA
