"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,6,80,76
2,26,36,177,107
3,17,30,133,65
4,23,17,109,69
5,16,20,102,56
6,14,25,114,50
7,28,28,102,46
8,14,25,100,57
9,18,23,103,47
10,16,19,127,39
11,18,19,105,41
12,13,19,85,49
13,8,18,98,45
14,10,19,96,39
15,12,10,103,41
16,6,23,67,45
17,9,13,67,26
18,3,19,54,38
19,4,15,45,42
20,2,21,43,47
21,2,14,39,30
22,1,19,35,21
23,4,12,37,29
24,0,9,39,15
25,2,10,34,29
26,3,7,37,17
27,3,13,40,23
28,5,9,20,16
29,2,6,32,9
30,1,10,31,13
31,3,6,33,11
32,2,3,36,7
33,0,12,23,11
34,0,4,22,8
35,2,8,22,4
36,0,1,24,8
37,1,3,21,8
38,0,6,19,4
39,0,1,24,4
40,2,3,22,3
41,0,3,19,6
42,1,2,18,1
43,0,3,28,4
44,1,5,20,2
45,0,2,13,2
46,0,0,9,0
47,2,1,13,2
48,1,0,11,3
49,1,2,13,1
50,0,1,9,2
51,1,1,14,3
52,0,1,6,1
53,1,0,5,3
54,0,0,8,1
55,0,0,5,2
56,1,0,7,0
57,0,0,8,1
58,0,0,4,1
59,0,1,4,2
60,0,0,5,0
