"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,6,97,87
2,31,39,220,124
3,17,19,153,79
4,21,34,141,85
5,16,24,129,66
6,13,26,145,54
7,22,28,131,52
8,10,16,134,61
9,13,17,132,61
10,20,13,150,48
11,13,12,131,49
12,8,17,98,53
13,8,9,115,52
14,10,14,108,50
15,8,7,117,49
16,6,4,76,51
17,7,14,78,35
18,7,6,59,47
19,5,11,50,57
20,5,14,47,54
21,1,12,40,46
22,7,10,37,30
23,3,6,41,35
24,1,4,41,23
25,2,3,36,35
26,6,7,40,25
27,4,10,42,29
28,3,4,28,21
29,4,6,35,15
30,4,8,34,19
31,4,2,38,12
32,4,1,39,12
33,1,6,27,15
34,2,8,24,9
35,2,7,25,9
36,2,3,26,10
37,4,9,23,11
38,2,3,20,10
39,3,2,27,5
40,2,1,25,4
41,2,6,19,7
42,1,4,23,2
43,1,6,30,5
44,3,4,22,6
45,0,5,13,3
46,2,4,11,0
47,5,3,15,3
48,3,2,14,5
49,3,5,13,1
50,1,2,9,2
51,3,2,15,3
52,0,4,7,1
53,2,2,7,3
54,1,4,8,1
55,2,0,5,2
56,1,2,8,0
57,0,1,8,2
58,2,0,4,1
59,1,0,4,2
60,0,1,5,0
