"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,10,95,85
2,29,32,217,123
3,12,32,153,78
4,20,17,137,82
5,13,22,129,66
6,16,14,140,53
7,23,22,129,53
8,12,20,128,61
9,15,14,132,56
10,17,16,148,46
11,12,11,132,49
12,10,5,96,53
13,10,15,114,51
14,9,8,108,49
15,11,11,114,49
16,6,15,75,51
17,6,16,77,34
18,5,11,59,46
19,6,7,49,56
20,5,5,47,54
21,1,3,40,45
22,8,11,36,30
23,3,12,41,34
24,0,6,41,23
25,1,6,36,33
26,5,9,40,24
27,5,3,41,29
28,2,3,28,20
29,4,6,35,15
30,4,11,33,18
31,3,7,37,12
32,4,4,39,11
33,1,9,27,13
34,4,3,22,9
35,2,2,25,9
36,2,2,25,10
37,5,6,22,11
38,2,5,20,10
39,4,8,27,5
40,3,4,24,4
41,2,5,19,6
42,2,4,22,2
43,1,3,30,5
44,3,3,21,7
45,0,5,13,3
46,2,3,10,0
47,4,5,15,3
48,4,4,13,4
49,2,3,14,1
50,1,4,9,2
51,3,0,14,3
52,0,2,7,1
53,1,3,6,3
54,0,1,8,1
55,2,0,5,2
56,0,3,8,0
57,0,1,8,1
58,2,2,4,1
59,0,0,4,2
60,0,0,5,0
