"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,7,122,113
1,6,35,297,163
2,32,32,198,101
3,13,29,199,102
4,23,30,182,80
5,16,35,194,66
6,13,27,205,74
7,14,17,202,76
8,12,26,188,77
9,24,15,203,58
10,13,24,167,67
11,18,25,132,67
12,11,17,147,59
13,14,18,132,66
14,14,10,139,70
15,8,18,90,72
16,7,15,92,47
17,7,17,74,55
18,4,14,62,69
19,6,13,58,70
20,4,14,48,57
21,4,9,52,44
22,4,14,48,46
23,4,3,44,38
24,5,14,42,43
25,1,18,49,32
26,5,19,50,37
27,4,9,34,24
28,4,10,41,19
29,3,6,39,27
30,4,7,46,14
31,3,11,44,14
32,2,6,34,17
33,6,7,29,13
34,1,5,31,12
35,5,4,30,17
36,0,4,30,13
37,1,4,28,13
38,0,3,35,6
39,0,7,29,4
40,1,3,23,9
41,1,5,27,3
42,2,2,35,8
43,4,5,27,10
44,5,4,18,5
45,0,2,15,3
46,1,5,21,3
47,2,1,20,4
48,2,3,18,3
49,1,2,14,3
50,1,3,19,4
51,1,0,12,4
52,1,2,10,4
53,1,0,14,2
54,1,0,9,2
55,0,1,12,0
56,2,3,9,3
57,0,0,6,1
58,0,2,6,2
59,1,1,7,0
60,0,NA,NA,NA
