"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,13,91,81
2,27,24,200,117
3,13,17,145,71
4,22,15,126,78
5,10,13,121,62
6,11,21,132,53
7,19,29,128,52
8,9,24,118,60
9,21,17,122,52
10,19,13,138,44
11,15,7,125,44
12,9,8,94,50
13,6,19,111,48
14,11,19,105,48
15,9,14,112,46
16,5,9,73,50
17,5,11,75,32
18,7,5,56,45
19,5,6,49,53
20,5,10,45,52
21,2,13,39,39
22,3,13,35,27
23,4,9,40,33
24,0,12,39,22
25,2,6,35,31
26,3,7,39,19
27,3,5,41,26
28,4,11,26,19
29,5,6,33,13
30,4,12,32,17
31,4,8,35,11
32,3,9,38,9
33,3,7,24,12
34,3,7,22,9
35,4,6,23,6
36,2,8,24,11
37,2,5,22,9
38,1,6,21,7
39,3,6,24,5
40,1,4,23,4
41,1,4,19,6
42,2,4,20,1
43,0,2,30,4
44,3,4,21,5
45,0,5,13,3
46,1,0,9,0
47,3,6,15,3
48,0,1,12,3
49,1,2,13,1
50,1,1,9,2
51,2,0,14,3
52,0,2,7,1
53,0,1,6,3
54,0,2,8,1
55,1,2,5,2
56,1,2,7,0
57,0,2,8,1
58,1,3,4,1
59,0,2,4,2
60,0,0,5,0
