"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,0,188,160
2,20,4,531,235
3,16,9,418,159
4,21,4,431,136
5,16,7,402,127
6,15,10,436,96
7,17,5,444,96
8,11,13,445,121
9,21,9,435,113
10,11,4,387,96
11,6,9,344,99
12,18,10,278,121
13,8,12,281,100
14,8,9,234,102
15,4,6,219,106
16,5,6,177,110
17,6,2,163,92
18,5,9,139,96
19,5,12,114,113
20,4,14,93,99
21,3,9,98,98
22,5,6,87,79
23,9,7,78,71
24,4,10,77,63
25,4,8,83,74
26,4,7,76,57
27,3,8,73,66
28,2,4,75,47
29,5,10,68,48
30,2,8,74,46
31,2,10,66,42
32,2,6,70,33
33,2,7,66,35
34,5,13,52,27
35,4,2,59,26
36,2,7,47,28
37,2,8,50,29
38,5,5,43,24
39,3,5,48,15
40,0,6,47,8
41,8,3,40,23
42,3,4,54,15
43,1,3,59,10
44,3,3,49,20
45,6,1,29,10
46,0,0,25,10
47,2,4,42,8
48,1,4,30,5
49,2,5,34,8
50,4,2,24,6
51,3,4,29,7
52,1,3,23,6
53,0,1,23,6
54,1,0,24,7
55,1,4,17,5
56,1,1,24,3
57,0,0,24,5
58,2,3,12,1
59,2,1,13,3
60,1,4,10,2
