"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,9,97,87
2,29,16,220,124
3,15,32,153,79
4,18,27,140,82
5,16,28,129,66
6,13,27,144,54
7,23,15,130,52
8,10,17,132,61
9,13,16,132,60
10,18,18,150,46
11,13,17,131,49
12,8,10,98,53
13,8,15,115,52
14,10,8,108,49
15,9,5,116,49
16,6,14,77,51
17,7,6,77,35
18,7,11,59,47
19,5,14,50,57
20,5,12,47,54
21,1,10,40,46
22,6,6,37,30
23,3,5,41,35
24,1,3,41,23
25,1,9,36,34
26,6,11,40,25
27,4,4,42,29
28,2,7,28,20
29,4,8,35,15
30,4,3,34,19
31,4,1,38,12
32,4,6,39,12
33,1,9,27,14
34,2,7,24,9
35,2,3,25,9
36,2,9,26,10
37,5,3,22,11
38,2,2,20,10
39,3,1,27,5
40,2,6,25,4
41,2,4,19,7
42,1,6,23,2
43,1,4,30,5
44,3,5,22,6
45,0,4,13,3
46,2,3,11,0
47,5,2,15,4
48,3,5,14,4
49,3,2,13,1
50,1,4,10,2
51,3,3,14,3
52,0,2,8,1
53,2,4,6,3
54,1,0,8,1
55,2,2,5,2
56,1,1,8,0
57,0,1,8,1
58,2,0,4,1
59,1,1,4,2
60,0,0,5,0
