"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,25,146,130
2,24,51,412,190
3,20,35,295,128
4,28,33,297,123
5,27,31,260,101
6,17,42,272,75
7,17,29,288,84
8,18,31,298,101
9,25,32,285,94
10,13,21,275,64
11,16,30,223,86
12,15,19,181,85
13,9,20,205,76
14,8,17,174,79
15,7,16,177,86
16,14,14,118,83
17,10,12,114,68
18,6,11,98,76
19,7,11,86,82
20,3,7,69,82
21,2,6,67,73
22,3,6,65,58
23,3,11,60,56
24,3,5,58,46
25,7,7,56,57
26,2,10,63,44
27,4,8,58,47
28,2,6,52,32
29,1,3,51,35
30,4,11,54,34
31,3,5,55,26
32,3,4,55,19
33,5,2,51,22
34,2,4,42,18
35,2,4,47,16
36,3,7,39,19
37,2,1,33,20
38,3,3,33,18
39,3,3,38,11
40,1,1,37,5
41,0,1,34,16
42,5,3,38,8
43,2,2,49,9
44,3,3,41,15
45,1,2,23,8
46,0,1,22,7
47,3,2,34,4
48,4,0,25,5
49,1,0,27,5
50,0,1,22,4
51,2,0,25,7
52,2,3,16,5
53,3,2,16,5
54,1,0,21,5
55,0,2,14,2
56,3,1,17,2
57,1,1,16,4
58,0,1,11,1
59,1,0,10,3
60,0,1,10,1
