"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,6,93,84
2,27,30,215,121
3,11,19,152,76
4,17,25,137,82
5,10,16,129,64
6,16,23,138,53
7,20,20,129,53
8,13,15,125,61
9,13,16,132,55
10,17,13,147,46
11,12,6,131,48
12,11,15,96,53
13,10,8,113,51
14,10,11,107,49
15,10,17,114,47
16,6,17,75,51
17,5,11,77,34
18,7,7,57,46
19,6,5,49,56
20,5,3,47,54
21,1,11,40,45
22,7,13,36,30
23,3,6,41,34
24,0,7,41,23
25,1,10,36,32
26,5,3,39,24
27,5,3,41,29
28,2,6,28,20
29,4,11,35,15
30,2,9,33,18
31,5,5,35,12
32,4,9,39,11
33,1,3,27,13
34,4,2,22,9
35,2,3,25,9
36,2,6,25,10
37,5,5,22,11
38,1,8,20,10
39,3,5,27,5
40,3,5,24,4
41,2,4,19,6
42,2,3,22,2
43,1,3,30,6
44,4,5,21,6
45,0,3,13,3
46,2,5,11,0
47,4,4,14,3
48,3,3,14,4
49,2,4,13,1
50,0,1,9,2
51,3,2,14,3
52,0,3,7,1
53,1,1,6,3
54,0,0,8,1
55,2,3,5,2
56,1,0,7,0
57,0,2,8,1
58,2,0,4,1
59,0,0,4,2
60,0,1,5,0
