"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,4,90,80
2,32,25,194,116
3,10,35,144,69
4,20,30,124,75
5,8,19,118,62
6,8,19,130,52
7,28,15,118,49
8,8,18,116,58
9,16,27,117,50
10,17,21,136,41
11,16,18,120,42
12,9,11,92,50
13,9,13,106,48
14,12,11,102,45
15,5,12,112,46
16,5,11,72,49
17,8,13,72,31
18,6,15,56,43
19,7,11,47,50
20,6,13,42,52
21,2,7,39,36
22,3,10,35,26
23,3,9,40,33
24,0,11,39,20
25,1,6,35,31
26,2,14,39,19
27,3,10,41,26
28,6,10,24,19
29,1,8,34,13
30,4,10,31,17
31,3,7,35,11
32,3,10,37,9
33,2,10,22,12
34,3,6,23,9
35,4,7,22,5
36,1,7,24,9
37,1,6,22,9
38,0,4,20,6
39,2,3,24,5
40,1,4,23,3
41,1,5,19,6
42,2,1,20,1
43,1,6,29,4
44,1,3,21,4
45,0,2,13,2
46,2,1,9,0
47,3,0,14,3
48,0,3,12,3
49,1,1,13,1
50,0,2,9,2
51,1,2,14,3
52,0,2,7,1
53,0,2,6,3
54,0,3,8,1
55,1,2,5,2
56,1,0,7,0
57,0,1,8,1
58,1,0,4,1
59,0,1,4,2
60,0,0,5,0
