"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,18,104,94
1,11,39,244,137
2,25,33,164,87
3,18,39,161,88
4,14,41,146,71
5,15,37,154,62
6,13,26,155,57
7,17,37,154,66
8,17,27,145,64
9,18,17,168,50
10,16,31,139,53
11,12,21,105,57
12,6,18,122,54
13,8,9,116,53
14,11,21,123,54
15,10,11,80,60
16,6,14,87,37
17,3,14,65,48
18,4,10,57,59
19,2,16,52,59
20,1,10,45,47
21,2,10,41,33
22,8,8,42,37
23,4,5,41,26
24,2,4,37,37
25,4,8,45,27
26,1,7,45,30
27,3,2,29,23
28,3,1,40,16
29,3,7,36,21
30,2,3,41,13
31,0,6,43,13
32,1,7,29,15
33,0,8,26,9
34,2,4,28,10
35,2,3,28,11
36,1,3,27,12
37,1,2,22,10
38,4,6,30,5
39,2,6,25,4
40,2,0,20,8
41,3,4,24,3
42,1,3,30,5
43,1,1,23,9
44,4,0,13,3
45,3,4,13,2
46,1,4,20,3
47,0,2,17,4
48,1,2,15,3
49,3,7,11,2
50,2,2,17,3
51,1,2,8,3
52,2,0,8,3
53,4,3,9,1
54,3,2,6,2
55,1,3,9,0
56,2,0,8,3
57,1,0,5,1
58,1,1,5,2
59,2,0,5,0
60,0,NA,NA,NA
