"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,20,159,145
1,10,51,449,200
2,37,52,333,139
3,32,47,344,127
4,34,46,306,113
5,26,41,311,82
6,37,31,339,92
7,27,31,350,106
8,21,40,343,104
9,27,37,304,73
10,36,28,262,92
11,13,21,199,99
12,17,32,219,85
13,20,22,189,89
14,14,19,186,92
15,10,20,132,93
16,11,18,125,76
17,14,18,107,82
18,10,18,94,95
19,7,19,70,89
20,7,10,70,77
21,4,6,69,68
22,10,10,68,63
23,7,7,60,52
24,6,14,64,63
25,6,14,65,48
26,4,5,62,52
27,4,9,59,37
28,4,7,55,37
29,4,7,60,40
30,7,5,56,30
31,2,10,58,25
32,7,11,57,27
33,4,6,46,23
34,1,7,50,18
35,1,3,42,21
36,1,8,37,23
37,4,4,37,19
38,4,2,42,11
39,3,3,37,6
40,5,1,34,18
41,1,4,42,11
42,4,1,52,9
43,1,3,44,15
44,3,0,24,9
45,3,3,22,8
46,1,3,36,4
47,4,1,25,5
48,3,1,28,5
49,3,1,22,4
50,2,4,27,7
51,0,1,16,5
52,5,0,18,5
53,2,0,21,5
54,2,0,15,2
55,0,0,19,2
56,1,0,16,4
57,1,2,11,1
58,1,2,11,3
59,1,1,10,2
60,0,NA,NA,NA
