"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,176,151
1,11,32,488,217
2,31,41,371,150
3,29,42,381,131
4,26,35,348,122
5,31,56,364,90
6,36,25,376,96
7,33,33,382,116
8,29,38,376,107
9,36,30,345,87
10,25,31,289,96
11,21,31,231,113
12,22,20,242,90
13,20,26,206,95
14,18,23,202,100
15,9,14,150,104
16,13,12,141,86
17,11,18,120,86
18,7,18,105,102
19,7,12,77,94
20,8,16,78,86
21,8,10,76,72
22,4,13,72,65
23,7,14,66,57
24,6,9,72,66
25,7,9,72,52
26,1,15,67,59
27,5,8,66,41
28,6,7,60,43
29,3,8,64,41
30,5,11,58,38
31,1,11,63,25
32,4,5,62,30
33,3,5,48,24
34,1,4,53,21
35,3,6,43,24
36,1,8,42,24
37,5,9,39,22
38,4,5,45,11
39,2,2,42,7
40,2,5,35,21
41,4,4,46,12
42,5,5,54,10
43,3,8,46,17
44,1,0,27,9
45,2,3,24,10
46,0,2,38,6
47,4,2,26,5
48,4,2,29,7
49,2,2,24,6
50,0,6,27,8
51,0,1,21,5
52,1,2,20,5
53,3,1,23,5
54,1,4,15,4
55,2,1,19,2
56,3,0,19,5
57,2,0,12,1
58,0,0,12,3
59,0,1,10,2
60,0,NA,NA,NA
