"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,8,178,155
1,8,27,501,224
2,27,36,386,154
3,22,33,393,133
4,26,33,362,124
5,35,30,388,94
6,30,33,397,96
7,23,30,400,117
8,24,30,393,113
9,32,27,356,88
10,23,22,303,97
11,24,43,247,116
12,15,9,251,95
13,19,20,215,97
14,15,23,208,101
15,10,16,152,107
16,16,19,145,87
17,11,18,128,88
18,4,15,107,104
19,6,16,81,95
20,8,16,83,89
21,7,7,77,75
22,5,9,75,65
23,5,10,69,58
24,6,14,77,66
25,6,8,73,52
26,3,16,69,61
27,3,10,69,42
28,5,8,60,45
29,4,11,69,43
30,3,7,59,39
31,2,4,65,26
32,4,8,64,31
33,1,5,49,25
34,0,6,55,22
35,1,6,45,24
36,1,8,45,24
37,3,9,41,22
38,4,3,46,11
39,3,5,43,8
40,3,3,35,20
41,5,4,48,13
42,6,5,56,10
43,4,5,46,18
44,2,2,29,10
45,1,1,24,10
46,0,1,39,7
47,4,3,26,5
48,4,3,30,8
49,2,6,24,6
50,0,0,27,8
51,0,2,21,5
52,2,2,20,5
53,4,2,23,5
54,2,1,16,4
55,1,1,19,2
56,4,3,20,5
57,2,1,12,1
58,1,1,12,3
59,2,0,10,2
60,0,NA,NA,NA
