"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,194,159
2,5,0,546,237
3,4,2,435,162
4,11,3,447,137
5,7,0,420,129
6,4,2,456,97
7,5,1,467,97
8,2,1,461,122
9,4,2,455,117
10,2,5,402,99
11,2,2,352,101
12,2,2,296,121
13,3,1,293,103
14,3,3,244,103
15,0,2,226,108
16,3,0,188,110
17,1,3,171,94
18,0,1,146,96
19,1,2,122,114
20,3,0,97,101
21,1,2,103,101
22,0,2,95,79
23,3,1,88,75
24,4,0,83,65
25,1,1,88,74
26,1,0,81,59
27,1,1,76,72
28,2,0,79,47
29,1,3,75,49
30,2,0,79,47
31,5,2,68,45
32,2,5,72,34
33,2,2,70,37
34,2,2,59,30
35,1,1,63,30
36,3,1,54,30
37,0,1,55,30
38,2,2,51,27
39,1,4,52,16
40,2,2,47,8
41,3,3,49,25
42,0,0,57,15
43,0,0,62,12
44,0,1,54,21
45,1,1,37,13
46,0,4,26,11
47,4,2,47,10
48,1,4,32,6
49,1,2,35,9
50,2,2,31,6
51,2,4,34,7
52,1,1,27,6
53,2,4,24,8
54,1,2,25,7
55,3,4,18,5
56,1,2,26,4
57,1,2,25,6
58,3,0,14,2
59,1,1,15,4
60,0,3,12,3
