"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3,188,160
2,18,6,534,235
3,14,6,421,159
4,19,4,435,137
5,17,5,404,129
6,15,4,438,96
7,15,4,450,96
8,11,10,449,121
9,11,0,446,114
10,8,4,391,97
11,3,8,348,100
12,12,4,285,121
13,8,8,283,102
14,9,6,236,103
15,4,1,220,106
16,6,6,179,110
17,4,9,166,92
18,2,7,142,96
19,6,8,115,113
20,3,6,95,100
21,3,4,99,100
22,5,1,89,79
23,11,8,79,73
24,5,7,77,63
25,3,9,84,74
26,4,8,77,58
27,3,5,74,68
28,3,5,75,47
29,4,7,70,48
30,5,6,73,46
31,0,5,68,43
32,0,7,71,33
33,3,4,66,35
34,3,10,55,28
35,3,8,60,28
36,4,8,48,28
37,2,3,50,29
38,5,6,44,25
39,3,10,48,15
40,1,2,47,8
41,6,4,44,23
42,3,7,53,15
43,1,6,60,11
44,3,4,50,20
45,4,5,32,10
46,0,1,25,10
47,2,3,43,9
48,1,2,30,5
49,2,3,34,9
50,4,0,25,6
51,4,0,29,7
52,0,4,24,7
53,0,2,23,7
54,1,5,24,7
55,1,2,17,5
56,1,2,24,3
57,0,2,24,5
58,2,0,12,1
59,2,0,13,4
60,0,3,11,2
