"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,6,146,130
1,5,37,400,189
2,24,45,285,126
3,16,31,285,121
4,26,37,251,100
5,26,37,266,72
6,15,28,279,81
7,12,21,293,98
8,13,19,278,91
9,23,21,265,64
10,19,21,217,83
11,14,18,178,85
12,13,18,202,76
13,8,15,169,78
14,7,12,176,83
15,5,13,116,80
16,8,15,112,65
17,7,8,93,71
18,8,8,82,81
19,8,12,66,81
20,3,13,65,71
21,3,8,64,58
22,2,9,59,56
23,3,12,58,44
24,2,8,56,55
25,6,5,62,44
26,0,2,56,45
27,5,6,49,32
28,3,7,50,35
29,1,8,54,35
30,2,2,53,25
31,4,3,55,19
32,2,6,49,22
33,5,5,42,18
34,2,2,46,16
35,2,5,39,18
36,1,2,33,19
37,2,3,33,18
38,2,2,38,11
39,0,1,36,4
40,2,5,33,16
41,0,1,36,8
42,7,0,48,9
43,1,2,40,15
44,3,1,23,8
45,0,3,22,7
46,0,2,33,4
47,4,1,23,5
48,5,3,26,5
49,1,1,21,4
50,1,1,25,6
51,1,1,15,5
52,3,1,16,5
53,2,3,21,5
54,1,2,12,2
55,2,0,16,2
56,3,2,14,4
57,1,0,9,1
58,1,2,9,3
59,2,1,10,0
60,1,NA,NA,NA
