"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,21,153,137
2,32,50,429,193
3,21,53,313,134
4,27,48,323,125
5,24,40,286,107
6,26,57,291,77
7,26,35,310,89
8,20,44,322,103
9,29,28,312,97
10,23,27,286,68
11,14,16,242,87
12,14,19,191,88
13,11,28,215,81
14,11,29,179,83
15,6,11,183,90
16,10,18,126,85
17,14,12,117,71
18,7,18,102,77
19,6,10,91,87
20,5,13,69,87
21,2,17,69,74
22,6,14,67,62
23,6,13,63,58
24,2,12,60,48
25,3,13,62,59
26,1,9,65,45
27,4,8,59,48
28,1,11,57,34
29,2,7,52,36
30,5,7,57,38
31,2,5,55,28
32,5,5,55,23
33,2,1,57,23
34,1,4,46,21
35,2,6,48,17
36,3,2,40,19
37,3,5,34,20
38,3,6,36,19
39,4,6,39,11
40,2,2,37,6
41,1,1,34,18
42,3,0,41,9
43,2,1,49,9
44,3,1,42,15
45,1,1,24,9
46,0,2,23,7
47,4,2,35,4
48,4,4,25,5
49,0,1,28,5
50,1,0,22,4
51,0,2,27,7
52,3,1,16,5
53,2,0,17,5
54,2,2,21,5
55,0,1,14,2
56,2,1,18,2
57,1,1,16,4
58,0,1,11,1
59,0,2,11,3
60,0,0,10,2
