"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,11,138,124
2,29,20,364,173
3,18,20,249,121
4,17,42,256,116
5,16,27,218,91
6,16,19,235,70
7,11,18,254,78
8,20,24,253,92
9,20,27,243,88
10,17,19,233,62
11,9,11,201,80
12,11,18,158,75
13,12,14,182,66
14,3,13,161,74
15,14,8,159,81
16,5,11,108,78
17,4,11,109,59
18,4,14,84,66
19,6,8,78,77
20,4,3,67,81
21,4,11,58,69
22,3,4,60,54
23,4,4,57,50
24,2,5,56,44
25,5,6,51,54
26,1,10,59,40
27,4,5,53,42
28,4,1,44,30
29,3,5,48,32
30,4,5,49,33
31,4,9,51,23
32,3,6,51,16
33,3,8,42,20
34,4,5,36,16
35,2,13,43,15
36,2,4,34,18
37,3,5,33,18
38,2,1,29,16
39,2,8,36,9
40,0,2,35,4
41,2,2,29,13
42,3,3,33,5
43,4,2,42,7
44,3,5,38,13
45,1,4,19,6
46,1,2,20,5
47,2,2,28,3
48,3,5,22,5
49,2,2,25,5
50,2,0,18,3
51,0,1,24,5
52,3,3,13,3
53,2,3,14,4
54,2,1,17,4
55,2,3,11,2
56,1,1,15,2
57,2,1,12,4
58,0,2,7,1
59,0,3,9,3
60,2,0,7,0
