"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,15,159,143
1,7,50,448,199
2,29,47,327,139
3,32,39,342,126
4,28,40,302,113
5,25,47,307,81
6,35,41,333,91
7,26,34,344,106
8,19,24,335,100
9,26,45,303,71
10,31,27,256,92
11,13,27,196,97
12,14,22,218,84
13,18,21,185,87
14,14,23,186,92
15,6,22,132,92
16,9,22,124,73
17,12,14,107,81
18,7,10,93,93
19,3,10,70,88
20,7,9,70,77
21,4,16,68,67
22,10,18,68,63
23,5,8,60,51
24,4,10,64,61
25,4,7,65,48
26,3,8,62,52
27,3,6,59,36
28,3,10,54,37
29,5,12,59,40
30,7,9,56,30
31,2,7,57,25
32,5,5,57,25
33,3,10,45,22
34,1,6,49,18
35,1,2,41,20
36,2,4,36,22
37,4,3,37,19
38,4,4,42,11
39,2,3,37,6
40,4,3,34,18
41,1,0,42,11
42,2,3,52,9
43,0,4,43,15
44,3,1,24,9
45,1,5,22,8
46,0,3,36,4
47,4,4,25,5
48,3,1,28,5
49,2,0,22,4
50,2,0,27,7
51,0,0,16,5
52,5,0,18,5
53,2,0,21,5
54,2,2,14,2
55,1,2,19,2
56,1,2,16,4
57,1,0,11,1
58,0,0,11,3
59,1,1,10,2
60,0,NA,NA,NA
