"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,12,126,114
1,4,53,306,164
2,31,25,201,102
3,15,30,203,102
4,25,27,182,80
5,17,28,198,68
6,14,27,208,75
7,17,22,203,79
8,15,30,193,79
9,27,19,206,59
10,12,14,170,68
11,19,19,134,70
12,10,11,150,62
13,14,17,135,67
14,11,24,141,71
15,7,16,90,72
16,8,15,93,48
17,8,8,75,55
18,5,16,63,72
19,4,12,58,71
20,5,14,48,58
21,4,14,52,44
22,4,12,49,46
23,5,10,45,39
24,6,7,42,44
25,1,10,51,32
26,3,3,50,37
27,5,14,33,25
28,5,18,41,21
29,6,14,40,28
30,3,8,46,15
31,4,7,44,14
32,2,6,35,17
33,8,6,29,13
34,1,10,31,12
35,6,5,30,17
36,1,7,30,13
37,1,5,28,13
38,0,4,35,6
39,0,3,29,4
40,1,4,23,9
41,1,3,27,3
42,3,6,36,8
43,4,3,28,10
44,4,5,18,5
45,0,2,15,3
46,1,5,21,3
47,3,3,20,4
48,2,2,20,3
49,1,4,14,3
50,1,0,19,4
51,2,2,12,4
52,1,2,10,4
53,1,3,14,2
54,1,0,9,2
55,0,2,13,0
56,1,0,9,3
57,0,0,6,1
58,1,1,7,2
59,0,2,7,0
60,0,NA,NA,NA
