"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,15,122,113
1,7,35,293,162
2,32,28,198,101
3,14,28,197,102
4,24,34,182,79
5,16,29,194,66
6,12,18,200,73
7,19,28,201,76
8,10,20,187,75
9,24,24,201,58
10,15,27,166,67
11,18,18,131,66
12,12,19,145,59
13,15,12,132,66
14,13,19,139,69
15,8,14,90,72
16,7,17,92,47
17,7,16,74,54
18,4,16,62,68
19,5,14,59,69
20,4,10,47,57
21,4,14,52,44
22,4,3,48,46
23,4,15,44,38
24,4,19,42,42
25,1,19,49,32
26,5,9,50,37
27,4,10,34,24
28,4,6,41,19
29,3,10,37,26
30,5,10,45,14
31,4,6,44,14
32,2,7,33,17
33,7,5,29,13
34,1,6,31,11
35,4,4,30,17
36,0,4,30,13
37,1,3,28,13
38,0,7,34,6
39,1,3,29,4
40,1,5,23,9
41,1,3,27,3
42,2,6,35,8
43,4,5,27,10
44,5,2,18,5
45,0,5,15,3
46,1,1,21,3
47,2,3,20,4
48,2,2,18,3
49,1,3,14,3
50,1,0,19,4
51,1,2,12,4
52,1,0,10,4
53,1,0,14,2
54,1,1,9,2
55,0,3,12,0
56,2,0,9,3
57,0,2,6,1
58,0,1,6,2
59,1,2,7,0
60,0,NA,NA,NA
