"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,17,152,137
2,31,52,428,193
3,22,47,311,134
4,27,39,322,125
5,23,59,286,107
6,25,38,287,77
7,24,46,309,89
8,19,30,321,103
9,27,29,310,97
10,19,23,285,67
11,18,22,237,87
12,12,27,191,87
13,13,30,213,80
14,11,11,179,83
15,8,18,181,90
16,11,12,125,85
17,13,19,117,71
18,9,10,101,77
19,7,14,90,87
20,5,18,69,86
21,3,16,68,74
22,5,15,67,62
23,4,12,63,58
24,3,14,59,47
25,3,10,62,58
26,1,9,65,44
27,4,11,59,48
28,2,8,56,33
29,2,8,52,35
30,4,7,57,38
31,2,6,55,28
32,4,2,55,23
33,2,5,57,23
34,1,7,45,21
35,2,2,48,17
36,3,5,40,19
37,3,6,34,20
38,3,6,36,19
39,4,2,39,11
40,2,1,37,6
41,1,0,35,18
42,3,2,41,8
43,2,1,49,9
44,3,1,42,15
45,1,3,24,9
46,0,2,23,7
47,4,4,35,4
48,4,1,25,5
49,0,0,28,5
50,1,2,22,4
51,0,1,27,7
52,3,0,16,5
53,2,2,17,5
54,2,1,21,5
55,0,1,14,2
56,3,1,17,2
57,1,1,16,4
58,0,2,11,1
59,0,0,11,3
60,0,0,10,2
