"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,15,107,100
1,13,38,252,138
2,21,52,167,89
3,18,62,167,90
4,17,40,149,72
5,20,32,160,62
6,17,27,164,58
7,15,36,164,68
8,10,34,150,66
9,23,26,173,53
10,15,16,143,55
11,13,27,108,58
12,11,26,127,55
13,6,12,119,54
14,10,20,126,57
15,9,17,81,62
16,5,14,86,38
17,3,8,65,48
18,4,17,59,59
19,3,9,53,61
20,1,13,45,48
21,1,13,42,37
22,8,7,44,39
23,3,11,41,26
24,2,6,40,37
25,1,10,46,27
26,1,6,46,32
27,3,5,30,23
28,3,4,40,17
29,3,8,36,21
30,2,3,41,13
31,1,2,43,13
32,2,1,29,15
33,3,7,27,9
34,2,3,29,11
35,3,5,29,11
36,0,5,28,12
37,1,5,22,10
38,4,4,30,5
39,2,3,26,4
40,2,3,20,8
41,4,2,25,3
42,0,6,30,6
43,3,3,23,9
44,4,0,13,4
45,3,2,13,2
46,1,2,20,3
47,0,1,17,4
48,1,0,16,3
49,2,4,12,2
50,1,4,18,4
51,1,1,8,3
52,2,2,8,3
53,3,4,9,1
54,3,2,6,2
55,1,2,9,0
56,2,0,8,3
57,1,2,6,1
58,0,2,5,2
59,2,3,5,0
60,0,NA,NA,NA
