"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,14,139,124
1,8,39,377,178
2,24,32,259,124
3,17,34,263,117
4,19,42,224,91
5,18,32,242,69
6,13,14,259,80
7,10,16,268,93
8,17,33,250,91
9,24,15,243,63
10,16,12,203,80
11,10,11,163,75
12,13,15,185,70
13,12,14,163,76
14,4,14,166,81
15,9,8,111,78
16,4,9,108,61
17,5,12,87,66
18,4,12,78,79
19,6,7,65,81
20,3,8,61,69
21,4,11,62,56
22,4,10,57,52
23,4,6,57,44
24,1,2,53,54
25,3,9,59,41
26,3,4,52,42
27,7,2,46,29
28,4,4,49,33
29,1,2,53,33
30,1,6,53,23
31,3,5,54,17
32,1,1,43,21
33,5,5,37,17
34,6,2,44,16
35,1,7,34,17
36,6,4,33,19
37,3,5,30,17
38,4,5,38,10
39,0,9,35,4
40,0,4,29,14
41,3,3,34,5
42,4,0,44,8
43,2,6,39,14
44,3,2,19,7
45,2,2,20,5
46,2,0,29,3
47,2,1,23,5
48,3,4,25,5
49,3,2,18,3
50,4,1,24,5
51,1,1,13,3
52,3,4,15,4
53,3,2,20,5
54,2,0,11,2
55,2,0,15,2
56,1,2,13,4
57,1,1,7,1
58,1,1,9,3
59,0,2,8,0
60,2,NA,NA,NA
