"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,6,93,83
2,31,20,206,119
3,11,25,150,74
4,17,23,134,81
5,8,20,126,63
6,12,24,136,53
7,19,18,129,53
8,11,8,122,61
9,14,15,131,52
10,19,10,145,46
11,13,16,129,46
12,9,22,95,52
13,8,19,111,48
14,9,13,106,49
15,11,6,114,46
16,6,5,74,51
17,4,7,76,34
18,6,14,56,46
19,6,18,49,54
20,6,10,45,52
21,1,8,40,42
22,5,11,36,28
23,4,3,40,34
24,1,3,40,23
25,1,7,36,31
26,5,11,39,24
27,5,9,41,27
28,4,6,27,19
29,6,10,33,15
30,2,4,33,18
31,5,3,35,11
32,4,3,38,10
33,3,8,25,12
34,3,5,22,9
35,2,11,25,7
36,2,6,24,10
37,4,7,22,10
38,1,6,20,8
39,1,5,27,5
40,2,6,23,5
41,1,7,19,6
42,3,4,20,2
43,0,6,31,4
44,3,6,21,5
45,0,3,13,2
46,1,4,10,0
47,4,2,14,4
48,2,2,13,4
49,2,4,13,1
50,0,1,9,2
51,2,0,14,3
52,0,3,7,1
53,0,0,6,3
54,0,2,8,1
55,3,1,5,2
56,1,0,7,0
57,0,2,8,1
58,2,0,4,1
59,0,2,4,2
60,0,2,5,0
