"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,24,106,98
1,8,41,246,138
2,23,38,164,87
3,19,33,162,89
4,18,39,146,71
5,16,39,156,62
6,16,30,159,57
7,15,25,158,68
8,14,35,146,64
9,19,28,168,50
10,17,15,139,53
11,13,28,105,57
12,10,19,123,54
13,8,18,117,54
14,11,8,124,55
15,9,19,80,60
16,6,10,87,37
17,3,14,65,48
18,4,14,57,59
19,3,10,52,59
20,2,14,43,47
21,2,8,41,33
22,8,10,43,38
23,3,7,41,26
24,2,6,37,37
25,4,4,45,27
26,2,9,46,31
27,2,5,29,23
28,3,2,40,17
29,3,1,36,21
30,2,7,41,13
31,0,3,43,13
32,2,5,29,15
33,2,6,27,9
34,1,7,28,10
35,2,4,28,11
36,1,3,27,12
37,1,3,22,10
38,4,2,30,5
39,2,6,25,4
40,3,5,20,8
41,4,0,24,3
42,1,4,30,5
43,1,3,23,9
44,4,1,13,3
45,3,0,13,2
46,1,4,20,3
47,0,4,17,4
48,1,2,15,3
49,3,2,11,2
50,2,7,17,3
51,1,2,7,3
52,2,2,8,3
53,2,0,9,1
54,3,2,6,2
55,1,2,9,0
56,2,3,8,3
57,1,0,6,1
58,0,0,5,2
59,2,1,5,0
60,0,NA,NA,NA
