"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,14,105,100
1,10,62,249,138
2,20,40,164,88
3,19,40,165,89
4,17,27,146,71
5,17,35,156,62
6,17,38,161,58
7,16,30,161,68
8,11,23,147,65
9,19,33,168,51
10,17,27,139,54
11,14,13,106,58
12,11,22,124,54
13,8,17,117,54
14,12,18,124,56
15,10,9,80,61
16,6,17,87,38
17,4,9,65,48
18,4,13,57,59
19,4,13,53,60
20,1,9,43,47
21,2,14,41,35
22,8,7,44,39
23,2,10,41,26
24,2,6,38,37
25,3,6,46,27
26,1,4,46,31
27,3,8,29,23
28,4,4,40,17
29,2,2,36,21
30,2,1,41,13
31,0,7,43,13
32,2,3,29,15
33,3,5,27,9
34,1,6,28,10
35,3,7,28,11
36,1,4,28,12
37,0,3,22,10
38,4,3,30,5
39,2,2,26,4
40,2,6,20,8
41,4,4,25,3
42,0,0,30,6
43,2,2,23,9
44,4,3,13,3
45,3,1,13,2
46,1,0,20,3
47,0,4,17,4
48,1,4,16,3
49,2,2,11,2
50,2,2,17,3
51,2,6,7,3
52,2,2,8,3
53,2,2,9,1
54,3,0,6,2
55,1,2,9,0
56,2,2,8,3
57,1,3,6,1
58,0,0,5,2
59,2,0,5,0
60,0,NA,NA,NA
