"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,104,93
1,7,42,243,134
2,23,41,164,86
3,16,38,159,88
4,16,31,146,70
5,13,41,154,60
6,11,33,152,56
7,14,22,151,66
8,17,31,145,63
9,15,24,164,49
10,15,20,138,52
11,13,11,104,56
12,6,21,121,54
13,9,12,116,53
14,11,17,123,52
15,9,13,80,57
16,6,13,86,37
17,3,17,64,48
18,5,11,59,59
19,2,10,51,59
20,2,9,42,47
21,3,6,40,31
22,9,6,42,37
23,4,9,41,25
24,2,7,37,37
25,4,2,45,27
26,1,2,45,30
27,3,9,29,23
28,2,3,40,16
29,2,6,36,21
30,2,7,40,13
31,1,8,43,13
32,1,4,29,15
33,0,3,26,9
34,2,3,27,10
35,3,2,28,11
36,1,6,27,12
37,1,6,22,10
38,4,0,30,5
39,2,4,25,4
40,2,4,20,8
41,2,1,24,3
42,1,0,30,5
43,1,4,23,9
44,4,4,13,3
45,2,2,13,2
46,0,3,20,3
47,0,7,17,4
48,1,3,15,3
49,3,2,11,2
50,2,0,17,3
51,1,3,7,3
52,2,2,8,3
53,4,3,8,1
54,2,0,6,2
55,1,1,9,0
56,1,3,8,3
57,1,0,5,1
58,1,0,5,2
59,1,3,5,0
60,0,NA,NA,NA
