"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,9,181,155
1,9,28,509,227
2,27,36,396,157
3,19,24,402,134
4,34,25,379,126
5,26,25,404,95
6,25,15,408,96
7,31,26,413,120
8,25,19,404,112
9,32,18,370,90
10,18,22,316,97
11,19,14,254,117
12,21,20,260,98
13,17,18,222,98
14,15,20,212,102
15,7,13,158,109
16,18,15,148,92
17,12,29,130,91
18,6,7,111,109
19,6,15,85,96
20,9,15,86,90
21,8,8,80,76
22,4,13,76,68
23,7,11,71,59
24,6,10,78,68
25,5,12,74,54
26,2,13,71,62
27,2,6,71,43
28,3,7,63,45
29,5,5,68,45
30,4,12,61,40
31,1,6,66,28
32,6,9,64,32
33,2,7,50,26
34,2,7,57,25
35,1,8,45,24
36,1,5,45,25
37,8,2,42,23
38,3,7,47,13
39,3,3,43,8
40,4,4,37,21
41,4,5,49,14
42,6,4,56,10
43,4,5,47,19
44,2,3,29,10
45,0,5,24,10
46,1,2,40,7
47,4,3,26,5
48,4,5,30,8
49,2,2,24,6
50,0,1,27,8
51,1,0,21,5
52,2,1,21,7
53,2,3,24,5
54,2,2,16,4
55,1,4,20,3
56,4,1,21,5
57,2,1,12,1
58,0,2,12,3
59,2,2,10,2
60,0,NA,NA,NA
