"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,0,188,160
2,20,3,531,235
3,16,3,418,159
4,21,10,431,136
5,16,4,402,127
6,15,7,436,96
7,16,10,445,96
8,12,5,446,121
9,20,11,436,113
10,9,9,389,96
11,6,4,345,100
12,20,7,278,121
13,9,9,281,100
14,8,11,235,102
15,4,9,219,106
16,6,6,177,110
17,6,5,163,92
18,5,1,139,96
19,6,9,114,113
20,4,11,93,100
21,3,13,98,100
22,4,8,88,79
23,9,5,78,71
24,4,7,77,63
25,4,9,83,74
26,4,8,76,57
27,3,7,73,66
28,2,8,75,47
29,5,4,68,48
30,2,10,74,46
31,2,8,66,42
32,2,10,70,33
33,2,6,66,35
34,5,5,52,27
35,3,15,59,27
36,2,2,47,28
37,2,7,50,30
38,6,8,43,24
39,3,4,48,15
40,0,6,47,8
41,6,6,42,23
42,3,2,54,15
43,1,4,59,10
44,3,3,49,20
45,6,3,29,10
46,0,1,25,10
47,2,0,42,8
48,1,4,30,5
49,2,4,34,8
50,3,5,25,6
51,3,2,29,7
52,1,4,23,6
53,0,3,23,6
54,1,0,24,7
55,1,1,17,5
56,1,4,24,3
57,0,1,24,5
58,2,0,12,1
59,2,3,13,3
60,1,1,10,2
