"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,7,138,123
2,20,26,361,172
3,17,29,239,120
4,20,31,251,115
5,16,35,211,91
6,8,24,232,70
7,11,19,249,78
8,16,25,248,90
9,22,19,237,87
10,16,16,230,62
11,7,11,200,80
12,11,15,155,74
13,9,15,180,65
14,2,18,160,73
15,12,11,158,81
16,5,6,107,77
17,4,14,106,57
18,4,6,82,64
19,6,4,76,77
20,7,6,64,81
21,3,7,57,69
22,2,11,60,54
23,4,7,57,50
24,1,1,54,44
25,5,8,50,54
26,0,6,59,40
27,5,9,52,42
28,4,9,43,30
29,2,11,48,32
30,4,6,49,31
31,4,15,50,21
32,3,6,51,16
33,3,6,42,20
34,2,1,35,16
35,1,12,43,14
36,1,3,34,18
37,2,1,33,18
38,2,3,29,16
39,2,2,36,9
40,1,5,34,4
41,2,4,29,13
42,3,2,33,5
43,4,3,42,7
44,5,6,36,11
45,1,3,19,6
46,1,0,19,5
47,2,2,28,3
48,3,3,22,5
49,2,3,25,5
50,3,1,17,3
51,0,3,24,5
52,4,1,12,3
53,2,1,14,4
54,2,3,17,4
55,0,2,12,2
56,2,0,14,2
57,2,2,12,4
58,0,3,7,1
59,2,6,8,2
60,0,0,7,0
