"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,0,194,159
2,4,2,547,237
3,6,3,435,162
4,11,1,447,137
5,6,3,422,129
6,4,0,456,97
7,4,1,468,97
8,2,0,463,122
9,2,2,457,117
10,3,3,402,99
11,1,0,353,101
12,4,2,296,121
13,3,0,295,103
14,2,1,246,103
15,2,2,226,108
16,1,3,189,110
17,1,1,171,94
18,0,1,146,96
19,1,0,122,114
20,2,2,98,101
21,1,1,103,101
22,0,0,96,79
23,3,3,88,75
24,3,0,84,65
25,1,2,88,74
26,1,0,81,59
27,2,2,76,72
28,2,2,79,47
29,0,1,76,49
30,2,0,79,47
31,3,1,70,45
32,1,0,72,34
33,3,0,70,37
34,3,0,59,30
35,1,2,63,30
36,2,0,55,30
37,1,1,55,30
38,0,3,53,27
39,2,1,52,16
40,2,2,48,8
41,2,0,51,25
42,0,1,57,15
43,0,0,63,12
44,0,1,54,21
45,0,4,38,13
46,0,2,26,11
47,2,3,50,11
48,2,0,32,6
49,1,0,35,10
50,3,1,31,6
51,2,1,34,7
52,0,2,28,6
53,3,1,24,8
54,2,4,25,7
55,0,1,21,6
56,2,2,28,4
57,0,2,26,6
58,4,1,15,2
59,1,2,15,4
60,0,1,12,3
