"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,126,114
1,4,29,307,165
2,33,49,206,103
3,13,24,206,103
4,23,28,184,81
5,16,23,198,68
6,14,28,209,76
7,15,25,205,79
8,13,19,197,79
9,25,27,207,59
10,13,17,173,68
11,17,13,134,70
12,10,19,150,62
13,14,10,138,67
14,8,17,141,71
15,9,23,92,72
16,7,15,94,48
17,7,14,76,55
18,4,8,63,72
19,5,15,59,73
20,4,11,48,58
21,4,14,52,44
22,5,13,49,46
23,5,12,45,39
24,6,10,42,45
25,1,6,51,33
26,4,8,51,37
27,4,3,33,26
28,5,13,42,22
29,4,16,40,29
30,3,14,46,15
31,4,8,44,14
32,3,6,35,18
33,8,4,29,13
34,1,6,31,12
35,6,10,30,17
36,0,5,30,13
37,2,7,28,13
38,1,4,35,6
39,0,4,29,4
40,1,3,23,10
41,1,3,27,3
42,3,3,37,8
43,4,5,30,10
44,3,1,18,5
45,0,5,15,3
46,1,2,21,3
47,3,5,20,4
48,2,3,20,3
49,1,2,14,3
50,2,3,19,4
51,2,0,12,4
52,1,2,10,4
53,1,2,14,2
54,1,3,9,2
55,0,0,13,0
56,2,2,9,3
57,0,0,6,1
58,1,0,7,2
59,0,1,7,0
60,0,NA,NA,NA
