"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1,195,160
2,1,5,552,237
3,5,3,438,163
4,6,4,452,138
5,2,2,426,129
6,1,1,458,97
7,1,0,475,97
8,0,0,465,122
9,0,0,459,117
10,2,1,404,100
11,0,0,354,101
12,3,0,297,121
13,0,3,298,103
14,2,0,246,104
15,1,0,229,108
16,1,0,189,110
17,1,1,171,94
18,0,2,146,96
19,2,0,123,115
20,0,1,99,102
21,0,0,104,101
22,0,1,96,79
23,2,0,90,75
24,5,1,84,66
25,0,1,89,74
26,0,0,82,59
27,1,0,77,72
28,2,1,79,47
29,1,1,76,49
30,2,0,79,49
31,1,1,72,46
32,1,0,72,34
33,1,2,72,37
34,3,0,59,30
35,0,0,64,30
36,0,1,57,30
37,1,0,55,30
38,0,0,53,27
39,1,1,53,16
40,2,0,48,8
41,2,0,52,25
42,0,0,57,15
43,1,1,63,12
44,0,0,54,21
45,0,1,38,13
46,1,2,26,11
47,1,1,51,11
48,1,2,33,6
49,1,0,35,10
50,2,0,32,6
51,1,0,35,7
52,1,1,28,7
53,2,4,25,8
54,1,2,26,7
55,0,2,21,7
56,2,0,29,4
57,1,0,27,6
58,2,1,17,2
59,1,0,15,4
60,1,0,12,3
